"employee_id","business_unit","department","job_level","manager_status","work_arrangement","location_region","hire_date","tenure_years","tenure_group"
"EMP3068","Corporate Services","Finance","Manager","People Manager","Remote","South",2010-05-21,15.4,"11 or more years"
"EMP3069","Corporate Services","Finance","Senior Professional","People Manager","Remote","Northeast",2017-03-04,8.62,"6-10 years"
"EMP3070","Corporate Services","Finance","Entry Level","Individual Contributor","On-site","South",2023-04-04,2.53,"1-2 years"
"EMP3071","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Midwest",2024-11-19,0.9,"Less than 1 year"
"EMP3072","Corporate Services","Finance","Professional","Individual Contributor","On-site","South",2025-09-06,0.11,"Less than 1 year"
"EMP3073","Corporate Services","Finance","Professional","Individual Contributor","Remote","West",2024-04-14,1.5,"1-2 years"
"EMP3074","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Midwest",2024-01-23,1.73,"1-2 years"
"EMP3075","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","Midwest",2016-04-25,9.47,"6-10 years"
"EMP3076","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2025-06-30,0.29,"Less than 1 year"
"EMP3077","Corporate Services","Finance","Entry Level","Individual Contributor","Hybrid","Midwest",2018-10-29,6.96,"6-10 years"
"EMP3078","Corporate Services","Finance","Professional","Individual Contributor","On-site","West",2016-12-03,8.87,"6-10 years"
"EMP3079","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2025-01-17,0.74,"Less than 1 year"
"EMP3080","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","West",2018-12-15,6.83,"6-10 years"
"EMP3081","Corporate Services","Finance","Director and Above","People Manager","Hybrid","Northeast",2025-02-27,0.63,"Less than 1 year"
"EMP3082","Corporate Services","Finance","Professional","Individual Contributor","On-site","South",2020-09-18,5.07,"3-5 years"
"EMP3083","Corporate Services","Finance","Professional","Individual Contributor","On-site","Northeast",2017-01-29,8.71,"6-10 years"
"EMP3084","Corporate Services","Finance","Professional","Individual Contributor","Remote","South",2022-10-11,3.01,"3-5 years"
"EMP3085","Corporate Services","Finance","Senior Professional","Individual Contributor","On-site","Northeast",2024-06-25,1.31,"1-2 years"
"EMP3086","Corporate Services","Finance","Professional","Individual Contributor","On-site","South",2020-03-08,5.6,"3-5 years"
"EMP3087","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Northeast",2012-05-31,13.37,"11 or more years"
"EMP3088","Corporate Services","Finance","Professional","Individual Contributor","On-site","Midwest",2023-10-29,1.96,"1-2 years"
"EMP3089","Corporate Services","Finance","Senior Professional","People Manager","On-site","Northeast",2017-10-14,8,"6-10 years"
"EMP3090","Corporate Services","Finance","Professional","People Manager","Remote","Midwest",2020-05-02,5.45,"3-5 years"
"EMP3091","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Midwest",2012-07-15,13.25,"11 or more years"
"EMP3092","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","Northeast",2019-01-21,6.73,"6-10 years"
"EMP3093","Corporate Services","Finance","Manager","People Manager","On-site","South",2023-12-05,1.86,"1-2 years"
"EMP3094","Corporate Services","Finance","Senior Professional","Individual Contributor","On-site","Northeast",2019-11-17,5.91,"3-5 years"
"EMP3095","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Northeast",2018-05-16,7.42,"6-10 years"
"EMP3096","Corporate Services","Finance","Senior Professional","People Manager","Hybrid","West",2017-04-09,8.52,"6-10 years"
"EMP3097","Corporate Services","Finance","Senior Professional","Individual Contributor","On-site","South",2019-12-25,5.81,"3-5 years"
"EMP3098","Corporate Services","Finance","Senior Professional","Individual Contributor","On-site","South",2020-11-01,4.95,"3-5 years"
"EMP3099","Corporate Services","Finance","Senior Professional","Individual Contributor","On-site","Midwest",2022-12-25,2.81,"1-2 years"
"EMP3100","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Northeast",2020-09-19,5.07,"3-5 years"
"EMP3101","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","West",2024-03-26,1.56,"1-2 years"
"EMP3102","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","West",2006-05-01,19.46,"11 or more years"
"EMP3103","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2021-04-01,4.54,"3-5 years"
"EMP3104","Corporate Services","Finance","Manager","People Manager","Remote","Midwest",2019-08-20,6.15,"6-10 years"
"EMP3105","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Northeast",2019-12-10,5.85,"3-5 years"
"EMP3106","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Northeast",2022-10-23,2.98,"1-2 years"
"EMP3107","Corporate Services","Finance","Entry Level","Individual Contributor","On-site","South",2025-04-09,0.52,"Less than 1 year"
"EMP3108","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Northeast",2019-12-12,5.84,"3-5 years"
"EMP3109","Corporate Services","Finance","Senior Professional","People Manager","Hybrid","Midwest",2024-11-04,0.94,"Less than 1 year"
"EMP3110","Corporate Services","Finance","Professional","Individual Contributor","On-site","Northeast",2022-09-12,3.09,"3-5 years"
"EMP3111","Corporate Services","Finance","Senior Professional","Individual Contributor","Remote","Midwest",2021-08-22,4.15,"3-5 years"
"EMP3112","Corporate Services","Finance","Entry Level","Individual Contributor","Hybrid","Midwest",2020-04-27,5.47,"3-5 years"
"EMP3113","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2018-09-24,7.06,"6-10 years"
"EMP3114","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2019-08-16,6.17,"6-10 years"
"EMP3115","Corporate Services","Finance","Professional","Individual Contributor","On-site","West",2020-01-05,5.78,"3-5 years"
"EMP3116","Corporate Services","Finance","Manager","People Manager","Hybrid","South",2010-09-08,15.1,"11 or more years"
"EMP3117","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2020-09-26,5.05,"3-5 years"
"EMP3118","Corporate Services","Finance","Manager","People Manager","Hybrid","South",2007-12-29,17.8,"11 or more years"
"EMP3119","Corporate Services","Finance","Senior Professional","Individual Contributor","Remote","Northeast",2015-05-15,10.42,"6-10 years"
"EMP3120","Corporate Services","Finance","Senior Professional","Individual Contributor","On-site","Northeast",2016-09-01,9.12,"6-10 years"
"EMP3121","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","South",2021-01-23,4.73,"3-5 years"
"EMP3122","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","South",2022-12-18,2.83,"1-2 years"
"EMP3123","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","West",2025-03-02,0.62,"Less than 1 year"
"EMP3124","Corporate Services","Finance","Professional","Individual Contributor","On-site","Midwest",2011-01-30,14.71,"11 or more years"
"EMP3125","Corporate Services","Finance","Professional","Individual Contributor","On-site","West",2023-11-02,1.95,"1-2 years"
"EMP3126","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2025-08-27,0.13,"Less than 1 year"
"EMP3127","Corporate Services","Finance","Professional","Individual Contributor","Remote","West",2018-09-19,7.07,"6-10 years"
"EMP3128","Corporate Services","Finance","Entry Level","Individual Contributor","Hybrid","Midwest",2022-11-14,2.92,"1-2 years"
"EMP3129","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Midwest",2023-03-25,2.56,"1-2 years"
"EMP3130","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","Northeast",2005-01-14,20.75,"11 or more years"
"EMP3131","Corporate Services","Finance","Senior Professional","People Manager","Hybrid","West",2021-02-01,4.7,"3-5 years"
"EMP3132","Corporate Services","Finance","Entry Level","Individual Contributor","Hybrid","Northeast",2018-04-09,7.52,"6-10 years"
"EMP3133","Corporate Services","Finance","Entry Level","Individual Contributor","Hybrid","Northeast",2024-10-30,0.96,"Less than 1 year"
"EMP3134","Corporate Services","Finance","Director and Above","People Manager","Hybrid","South",2022-05-03,3.45,"3-5 years"
"EMP3135","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","West",2016-10-24,8.97,"6-10 years"
"EMP3136","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","Midwest",2020-08-11,5.18,"3-5 years"
"EMP3137","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2023-05-11,2.43,"1-2 years"
"EMP3138","Corporate Services","Finance","Professional","Individual Contributor","On-site","Northeast",2021-06-06,4.36,"3-5 years"
"EMP3139","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","West",2024-06-12,1.34,"1-2 years"
"EMP3140","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","South",2016-02-09,9.68,"6-10 years"
"EMP3141","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","South",2011-02-27,14.63,"11 or more years"
"EMP3142","Corporate Services","Finance","Senior Professional","Individual Contributor","On-site","West",2023-08-14,2.17,"1-2 years"
"EMP3143","Corporate Services","Finance","Entry Level","Individual Contributor","Hybrid","Northeast",2020-12-12,4.84,"3-5 years"
"EMP3144","Corporate Services","Finance","Manager","People Manager","On-site","Northeast",2023-04-26,2.47,"1-2 years"
"EMP3145","Corporate Services","Finance","Senior Professional","People Manager","Hybrid","Northeast",2020-04-09,5.52,"3-5 years"
"EMP3146","Corporate Services","Finance","Professional","Individual Contributor","Remote","South",2021-03-26,4.56,"3-5 years"
"EMP3147","Corporate Services","Finance","Senior Professional","Individual Contributor","On-site","West",2020-03-28,5.55,"3-5 years"
"EMP3148","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","South",2009-05-07,16.44,"11 or more years"
"EMP3149","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2021-01-30,4.71,"3-5 years"
"EMP3150","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","Northeast",2024-06-10,1.35,"1-2 years"
"EMP3151","Corporate Services","Finance","Entry Level","Individual Contributor","Hybrid","Northeast",2025-08-24,0.14,"Less than 1 year"
"EMP3152","Corporate Services","Finance","Entry Level","Individual Contributor","On-site","Midwest",2025-01-24,0.72,"Less than 1 year"
"EMP3153","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Midwest",2015-02-27,10.63,"6-10 years"
"EMP3154","Corporate Services","Finance","Professional","Individual Contributor","Remote","Midwest",2020-07-08,5.27,"3-5 years"
"EMP3155","Corporate Services","Finance","Manager","People Manager","Hybrid","Midwest",2018-02-08,7.68,"6-10 years"
"EMP3156","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","Northeast",2021-10-28,3.96,"3-5 years"
"EMP3157","Corporate Services","Finance","Professional","Individual Contributor","Remote","Midwest",2024-03-14,1.59,"1-2 years"
"EMP3158","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Midwest",2022-01-18,3.74,"3-5 years"
"EMP3159","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","West",2024-09-30,1.04,"1-2 years"
"EMP3160","Corporate Services","Finance","Manager","People Manager","Hybrid","Northeast",2015-06-23,10.31,"6-10 years"
"EMP3161","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Midwest",2020-10-16,5,"3-5 years"
"EMP3162","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","South",2022-12-16,2.83,"1-2 years"
"EMP3163","Corporate Services","Finance","Professional","Individual Contributor","On-site","South",2025-01-03,0.78,"Less than 1 year"
"EMP3164","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","Northeast",2020-09-02,5.12,"3-5 years"
"EMP3165","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","Northeast",2020-02-21,5.65,"3-5 years"
"EMP3166","Corporate Services","Finance","Manager","People Manager","Hybrid","Northeast",2025-01-23,0.73,"Less than 1 year"
"EMP3167","Corporate Services","Finance","Senior Professional","Individual Contributor","Hybrid","Northeast",2019-08-08,6.19,"6-10 years"
"EMP3168","Corporate Services","Finance","Professional","People Manager","Hybrid","Midwest",2024-08-27,1.13,"1-2 years"
"EMP3169","Corporate Services","Finance","Entry Level","Individual Contributor","Hybrid","Northeast",2020-06-25,5.31,"3-5 years"
"EMP3170","Corporate Services","Finance","Professional","Individual Contributor","Hybrid","West",2020-10-20,4.99,"3-5 years"
